what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineEnd,1249367423855
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1249367424589
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1249367425916
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1249367427000
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1249367434778
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1249367512251
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1249367518011
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1249367522425
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1249367527492
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1249367528399
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1249367542167
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1249367548353
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineEnd,1249367550379
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineStart,1249367550780
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1249367551428
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineEnd,1249367551674
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineStart,1249367552505
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1249367552883
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1249367553237
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineStart,1249367554197
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1249367555417
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1249367558345
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1249367559095
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1249367559224
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1249367559359
