what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1250421761254
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1250421773341
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1250421794353
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1250421795831
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1250421809092
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1250421879258
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1250422002595
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1250422017352
opened,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1250422019580
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1250422019612
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1250422047501
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1250422068506
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1250422071077
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1250422092384
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1250422095294
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1250422096006
started,bundle,org.eclipse.mylyn.ide.ant,3.0.0.v20080619-1900,org.eclipse.mylyn.ide.ant,1250422096086
started,bundle,org.eclipse.mylyn.pde.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.pde.ui,1250422096156
started,bundle,org.eclipse.mylyn.resources.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.resources.ui,1250422096185
closed,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1250422096418
stopped,bundle,com.android.ide.eclipse.adt,0.8.0.v200809220836-110569,com.android.ide.eclipse.adt,1250422097250
stopped,bundle,com.android.ide.eclipse.editors,0.8.0.v200809220836-110569,com.android.ide.eclipse.editors,1250422097250
stopped,bundle,com.android.ide.eclipse.common,0.8.0.v200809220836-110569,com.android.ide.eclipse.common,1250422097347
stopped,bundle,com.android.ide.eclipse.ddms,0.8.0.v200809220836-110569,com.android.ide.eclipse.ddms,1250422097395
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,org.eclipse.jst.j2ee.xdoclet.runtime,1250422097441
