what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.emf,1.1.200.v200805140020,org.eclipse.wst.common.emf,1247766334556
started,bundle,org.eclipse.jst.j2ee.core,1.1.200.v200806052000,org.eclipse.jst.j2ee.core,1247766334558
started,bundle,org.eclipse.jem,2.0.200.v200806051600,org.eclipse.jem,1247766334589
started,bundle,org.eclipse.emf.ecore.xmi,2.4.0.v200806091234,org.eclipse.emf.ecore.xmi,1247766334606
started,bundle,org.eclipse.jst.jee,1.0.100.v200805140020,org.eclipse.jst.jee,1247766334794
started,bundle,org.eclipse.wst.sse.core,1.1.300.v200805221633,org.eclipse.wst.sse.core,1247766334864
started,bundle,org.eclipse.jem.ui,2.0.100.v200806051600,org.eclipse.jem.ui,1247766334888
started,bundle,org.eclipse.wst.xml.core,1.1.300.v200806051910,org.eclipse.wst.xml.core,1247766334894
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.200.v200805140020,org.eclipse.wst.common.emfworkbench.integration,1247766335295
started,bundle,org.eclipse.wst.common.modulecore,1.1.200.v200806091800,org.eclipse.wst.common.modulecore,1247766335328
started,bundle,org.eclipse.wst.validation,1.2.0.v200806051402,org.eclipse.wst.validation,1247766335375
started,bundle,org.eclipse.jst.j2ee,1.1.200.v200806051600,org.eclipse.jst.j2ee,1247766335417
started,bundle,org.eclipse.wst.web,1.1.202.v200805140200,org.eclipse.wst.web,1247766335439
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1247766337273
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1247766403845
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1247766410327
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.showInformation,1247766410347
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1247766428474
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1247766438553
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1247766472725
started,bundle,net.sf.jadclipse,3.3.0,net.sf.jadclipse,1247766486126
opened,editor,net.sf.jadclipse,3.3.0,net.sf.jadclipse.JadclipseClassFileEditor,1247766486504
activated,editor,net.sf.jadclipse,3.3.0,net.sf.jadclipse.JadclipseClassFileEditor,1247766486701
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1247766489217
closed,editor,net.sf.jadclipse,3.3.0,net.sf.jadclipse.JadclipseClassFileEditor,1247766489218
